msg_len,digits,specials,hour,ip_event_count,m_DELETE,m_GET,m_HEAD,m_POST,m_PUT
1.564369435939483,0.0,-0.8082903768654759,-0.9136820096810585,-1.4000000000000006,2.1129231988987303,-0.5257473313391674,-0.4638124095143555,-0.49497474683058323,-0.5257473313391674
-1.5823506938238445,0.0,-0.8082903768654759,-0.9136820096810585,0.9333333333333333,-0.46381240951435543,1.8640132656570483,-0.4638124095143555,-0.49497474683058323,-0.5257473313391674
-0.23375635249670415,0.0,1.2124355652982144,-0.9136820096810585,-1.4000000000000006,-0.46381240951435543,1.8640132656570483,-0.4638124095143555,-0.49497474683058323,-0.5257473313391674
0.21577509461234265,0.0,1.2124355652982144,-0.9136820096810585,-0.2333333333333336,-0.46381240951435543,-0.5257473313391674,-0.4638124095143555,1.979898987322333,-0.5257473313391674
0.6653065417213895,0.0,1.2124355652982144,-0.9136820096810585,-0.2333333333333336,-0.46381240951435543,-0.5257473313391674,-0.4638124095143555,-0.49497474683058323,1.8640132656570483
0.6653065417213895,0.0,1.2124355652982144,-0.9136820096810585,0.9333333333333333,-0.46381240951435543,1.8640132656570483,-0.4638124095143555,-0.49497474683058323,-0.5257473313391674
-1.5823506938238445,0.0,-0.8082903768654759,-0.9136820096810585,-0.2333333333333336,-0.46381240951435543,1.8640132656570483,-0.4638124095143555,-0.49497474683058323,-0.5257473313391674
-1.1328192467147977,0.0,-0.8082903768654759,-0.9136820096810585,-1.4000000000000006,-0.46381240951435543,-0.5257473313391674,2.1129231988987307,-0.49497474683058323,-0.5257473313391674
-1.5823506938238445,0.0,-0.8082903768654759,-0.9136820096810585,0.9333333333333333,-0.46381240951435543,-0.5257473313391674,-0.4638124095143555,-0.49497474683058323,1.8640132656570483
0.6653065417213895,0.0,-0.8082903768654759,-0.9136820096810585,0.9333333333333333,-0.46381240951435543,-0.5257473313391674,-0.4638124095143555,1.979898987322333,-0.5257473313391674
-1.5823506938238445,0.0,-0.8082903768654759,-0.9136820096810585,0.9333333333333333,-0.46381240951435543,-0.5257473313391674,-0.4638124095143555,-0.49497474683058323,1.8640132656570483
0.21577509461234265,0.0,-0.8082903768654759,-0.9136820096810585,-1.4000000000000006,-0.46381240951435543,-0.5257473313391674,-0.4638124095143555,-0.49497474683058323,1.8640132656570483
0.21577509461234265,0.0,-0.8082903768654759,-0.9136820096810585,-1.4000000000000006,-0.46381240951435543,1.8640132656570483,-0.4638124095143555,-0.49497474683058323,-0.5257473313391674
0.6653065417213895,0.0,1.2124355652982144,-0.9136820096810585,-0.2333333333333336,-0.46381240951435543,-0.5257473313391674,-0.4638124095143555,-0.49497474683058323,1.8640132656570483
-1.1328192467147977,0.0,-0.8082903768654759,-0.9136820096810585,-0.2333333333333336,-0.46381240951435543,-0.5257473313391674,2.1129231988987307,-0.49497474683058323,-0.5257473313391674
1.1148379888304363,0.0,1.2124355652982144,-0.9136820096810585,0.9333333333333333,-0.46381240951435543,-0.5257473313391674,-0.4638124095143555,1.979898987322333,-0.5257473313391674
1.1148379888304363,0.0,1.2124355652982144,-0.9136820096810585,0.9333333333333333,-0.46381240951435543,-0.5257473313391674,2.1129231988987307,-0.49497474683058323,-0.5257473313391674
